common_name,species_name,sample_ID,Batch_ID,Type,group,season,Date,Year,Project,site,TL_cm,SL_cm,Weight_kg,d13C,d15N,d34S,N%,C%,S%,CN_molar_ratio,CS_molar_ratio,WSU_ID_CN,WSU_ID_S,WSU_ID_C,WSU_ID_N,,,
Centropomus undecimalis,Snook ,27-43,191218_Viadero(CN) & 191119_Viadero(34S),finclip ,Predator ,,2016-07-17,2016,MAP,West Coast (REEF) Snook ,,,,-20.57,10.96,6.54,5.79,19.41,0.39,,,,,,,,,
Centropomus undecimalis,Snook ,50-2,191218_Viadero(CN) & 191119_Viadero(34S),finclip ,Predator ,,2015-06-01,2015,MAP,West Coast (REEF) Snook ,,,,-23.63,9.75,17.37,7.02,23.43,0.535,,,,,,,,,
Centropomus undecimalis,Snook ,CSTQ-1400,191218_Viadero(CN) & 191119_Viadero(34S),finclip ,Predator ,,2014-06-17,2014,MAP,East Coast (Offshore) Snook ,,,,-13.99,14.2,15.13,8.25,27.57,0.473,,,,,,,,,
Golden topminnow,Fundulus chrysotus,SRS-FUNCHR-1,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-28.1,9.47,19.82,7.513108696,26.66152174,0.573669725,4.140111631,123.9343619,G-214699,S-29838,,,,,
Golden topminnow,Fundulus chrysotus,SRS-FUNCHR-2,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-28.31,9.13,21.06,10.03630159,38.50933333,0.539294118,4.47650513,190.4184602,G-214700,S-29839,,,,,
Golden topminnow,Fundulus chrysotus,SRS-FUNCHR-3,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-29.13,9.34,21.11,7.893406593,30.04610989,0.603977636,4.440895633,132.6588187,G-214701,S-29840,,,,,
Eastern mosquitofish,Gambusia holbrooki,SRS-GAMHOL-1,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-29.32,8.98,20.74,14.76512308,53.40249231,0.535046296,4.219599617,266.1576152,G-214702,S-29841,,,,,
Eastern mosquitofish,Gambusia holbrooki,SRS-GAMHOL-2,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-29.35,8.98,20.91,7.7045625,27.563225,0.621407767,4.173773116,118.2829331,G-214703,S-29842,,,,,
Eastern mosquitofish,Gambusia holbrooki,SRS-GAMHOL-3,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-29.91,8.92,20.85,8.433465753,31.31279452,0.655571809,4.331741502,127.3709214,G-214704,S-29843,,,,,
Flagfish,Jordanella floridae,SRS-JORFLO-1,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-31.89,7.6,19.8,8.58452,31.51984,0.523160763,4.283657871,160.6636289,G-214705,S-29844,,,,,
Flagfish,Jordanella floridae,SRS-JORFLO-2,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-31.9,7.6,19.68,6.6894,26.79312941,0.496698113,4.672863183,143.8466208,G-214706,S-29845,,,,,
Flagfish,Jordanella floridae,SRS-JORFLO-3,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-30.79,7.47,18.97,8.655453333,31.35853333,0.680642633,4.226809867,122.8585332,G-214707,S-29846,,,,,
Warmouth,Lepomis gulosus,SRS-LEPGUL-1,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-29.84,10.01,22.22,10.64852381,40.83196825,0.694194915,4.473605651,156.8511182,G-214708,S-29847,,,,,
Warmouth,Lepomis gulosus,SRS-LEPGUL-2,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-29.85,9.9,22.61,9.482388889,36.29338889,0.659238806,4.465360737,146.8092738,G-214709,S-29848,,,,,
Warmouth,Lepomis gulosus,SRS-LEPGUL-3,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-29.98,9.67,22.78,7.375814815,29.95624691,0.790993789,4.738317814,100.9910902,G-214710,S-29849,,,,,
Bluefin killifish,Lucania goodei,SRS-LUCGOO-1,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-31.46,7.95,22.09,8.649385417,31.88935417,0.661661808,4.301374576,128.5222704,G-214714,S-29853,,,,,
Bluefin killifish,Lucania goodei,SRS-LUCGOO-2,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-31.03,8.53,22.31,6.912072917,26.90833333,0.617809917,4.541771467,116.1450368,G-214715,S-29854,,,,,
Bluefin killifish,Lucania goodei,SRS-LUCGOO-3,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-30.66,8.84,21.86,9.1038875,34.4326125,0.585532258,4.412552467,156.8151007,G-214716,S-29855,,,,,
Ghost Shrimp,Palaemonetes paludosus,SRS-PALPAL-1,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-31.07,7.74,22.06,8.842457627,33.15388136,0.674924242,4.374296139,130.9929986,G-214717,S-29856,,,,,
Ghost Shrimp,Palaemonetes paludosus,SRS-PALPAL-2,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-31.13,7.49,21.96,7.896693182,28.03640909,0.600929919,4.142131799,124.4134386,G-214718,S-29857,,,,,
Ghost Shrimp,Palaemonetes paludosus,SRS-PALPAL-3,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-30.48,7.4,22.08,9.860807229,34.73113253,0.726988636,4.109162027,127.3972506,G-214719,S-29858,,,,,
Slough crayfish,Procambarus fallax,SRS-PROFAL-1,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-28.61,4.1,20.83,5.305726027,19.98575343,0.40995283,4.394631803,130.003597,G-214720,S-29859,,,,,
Slough crayfish,Procambarus fallax,SRS-PROFAL-2,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-30.56,4.18,21.63,6.04062963,23.86364198,0.398753213,4.608942668,159.5883783,G-214721,S-29860,,,,,
Slough crayfish,Procambarus fallax,SRS-PROFAL-3,,,prey,dry19,,2019,FCE Foodwebs,SRS3,,,,-29.49,3.84,21.35,5.56109375,23.00047917,0.365125628,4.825290414,167.9822133,G-214723,S-29862,,,,,
Eastern mosquitofish,Gambusia holbrooki,TSL-GAMHOL-1,,,prey,dry19,,2019,FCE Foodwebs,TS3,,,,-29.71,7.82,,7.8098,30.55858667,,4.564993271,#DIV/0!,G-214724,S-29863,,,,,
Eastern mosquitofish,Gambusia holbrooki,TSL-GAMHOL-2,,,prey,dry19,,2019,FCE Foodwebs,TS3,,,,-28.59,7.67,15.21,7.953341772,34.12182279,0.556027919,5.00529141,163.645609,G-214725,S-29864,,,,,
Eastern mosquitofish,Gambusia holbrooki,TSL-GAMHOL-3,,,prey,dry19,,2019,FCE Foodwebs,TS3,,,,-29.02,7.79,16.72,7.103632911,30.17322785,0.529785523,4.955506513,151.8764433,G-214726,S-29865,,,,,
Bluefin killifish,Lucania goodei,TSL-LUCGOO-1,,,prey,dry19,,2019,FCE Foodwebs,TS3,,,,-29.34,7.06,15.22,8.464102273,29.29259091,0.535616046,4.037603551,145.8387521,G-214727,S-29866,,,,,
Bluefin killifish,Lucania goodei,TSL-LUCGOO-2,,,prey,dry19,,2019,FCE Foodwebs,TS3,,,,-29.33,7.55,14.32,8.078261539,28.65243077,0.5389875,4.137998719,141.7592839,G-214728,S-29867,,,,,
Bluefin killifish,Lucania goodei,TSL-LUCGOO-3,,,prey,dry19,,2019,FCE Foodwebs,TS3,,,,-30.42,8.56,14.56,7.593108108,27.37858108,0.618540609,4.206667082,118.0351758,G-214729,S-29868,,,,,
Ghost Shrimp,Palaemonetes paludosus,TSL-PALPAL-1,,,prey,dry19,,2019,FCE Foodwebs,TS3,,,,-28.57,6.57,13.68,9.541112903,33.97319355,0.656815642,4.154168688,137.9309155,G-214730,S-29869,,,,,
Ghost Shrimp,Palaemonetes paludosus,TSL-PALPAL-2,,,prey,dry19,,2019,FCE Foodwebs,TS3,,,,-29.2,6.43,13.01,8.141119565,29.76259783,0.698372093,4.265141978,113.6456172,G-214731,S-29870,,,,,
Ghost Shrimp,Palaemonetes paludosus,TSL-PALPAL-3,,,prey,dry19,,2019,FCE Foodwebs,TS3,,,,-28.22,6.6,13.47,9.138026667,30.85750667,0.756976744,3.939627861,108.7043758,G-214732,S-29871,,,,,
Amphipod,Amphipod,SRS6 AP1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-31.82,7.14,16.76,4.899,30.32,0.715,7.220521195,113.0815851,G-209710,S-29057,,,,,
Amphipod,Amphipod,TS10 AP1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS10,,,,-16.89,5.47,18.26,5.197,28.509,0.963,6.399942274,78.94496366,G-209719,S-29066,,,,,
Bay Anchovy,Anchoa mitchilli,SRS6 AN1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-24.43,9.29,15.42,14.836,52.435,1.36,4.123359845,102.8137255,G-209707,S-29054,,,,,
Bluegill,Lepomis macrochirus,RB10_BG1_d19,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-31.21,8.17,22.2,9.79,42.681,0.7,5.086261491,165.1901306,G-209700,S-29047,,,,,
Bluegill,Lepomis macrochirus,TS10 BG1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS10,,,,-11.7,5.66,9.1,4.819,23.592,0.5,5.711558415,118.2556391,G-209727,S-29074,,,,,
Bluegill,Lepomis macrochirus,RB10_BG2m_d19,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-30.77,11.13,26.68,14.448,46.028,1.103,3.716731266,111.2795406,G-209717,S-29064,,,,,
Bluegill,Lepomis macrochirus,RB10_BG3m_d19,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-31.39,12.72,23.72,14.973,47.339,1.305,3.688561633,96.73358876,G-209711,S-29058,,,,,
Bluegill,Lepomis macrochirus,RB10_BG4m_d19,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-32.24,12.64,25.54,16.669,52.908,1.235,3.703041574,114.2412955,G-209712,S-29059,,,,,
Bluegill,Lepomis macrochirus,RB10_BG5m_d19,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-31.79,12.19,25.18,15.362,48.739,1.186,3.701482012,109.5874087,G-209715,S-29062,,,,,
Bluegill,Lepomis macrochirus,RB10_BG6m_d19,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-31.47,10.99,24.27,13.896,44.037,1.102,3.697215026,106.5626134,G-209716,S-29063,,,,,
Flatback mud crab,Eurypanopeus depressus,RB10 CB1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-26.13,9.69,18,4.41,23.78,0.292,6.28968254,217.1232877,G-209789,S-29136,,,,,
Crested goby,Lophogobius cyprinoides,SRS6 CR1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-23.36,7.41,7.61,11.27,42.69,1.123,4.419254658,101.3713268,G-209708,S-29055,,,,,
Crested goby,Lophogobius cyprinoides,SRS6 CR2,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-25.55,8.82,7.17,8.29,32.83,1.11,4.618547998,78.86126126,G-209769,S-29116,,,,,
Crested goby,Lophogobius cyprinoides,SRS6 CR3,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-24.52,9.18,9.03,11.99,42.70,1.065,4.152979267,106.9045383,G-209769,S-29117,,,,,
Crested goby,Lophogobius cyprinoides,SRS6 CR4,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-24.86,9.48,8.97,8.53,33.82,1.032,4.628621701,87.39534884,G-209771,S-29118,,,,,
File fish,,TS11 FF1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS11,,,,-17.71,6.27,11.4,10.39,43.22,1.21,4.851101703,95.23966942,G-209782,S-29129,,,,,
Gastropods,,SRS6 GD2,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-25.76,-2.22,16.33,7.13,34.00,1.521,5.56634395,59.61691869,G-209701,S-29048,,,,,
Ghost Shrimp,Palaemonetes paludosus,SRS4 GS1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS4,,,,-28.14,8.54,9.48,10.88,42.74,0.937,4.583348652,121.6449662,G-209696,S-29043,,,,,
Ghost Shrimp,Palaemonetes paludosus,SRS4 GS1 dup,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS4,,,,-27.35,9.27,12.14,10.80,43.04,0.867,4.651106789,132.3921569,G-209730,S-29077,,,,,
Ghost Shrimp,Palaemonetes paludosus,TS9 GS1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS9,,,,-18.55,11.61,15.04,8.32,38.69,0.881,5.426536011,117.0942111,G-209737,S-29084,,,,,
Ghost Shrimp,Palaemonetes paludosus,SRS6 GS1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-27.56,9.17,11.54,9.29,37.77,1.078,4.743012952,93.43722944,G-209765,S-29112,,,,,
Ghost Shrimp,Palaemonetes paludosus,RB10 GS2,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-31.61,12.08,25.06,11.04,41.22,0.793,4.357740523,138.606137,G-209699,S-29046,,,,,
Ghost Shrimp,Palaemonetes paludosus,SRS4 GS2,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS4,,,,-28.13,10.14,12.21,9.12,33.82,1.035,4.328543221,87.14202899,G-209731,S-29078,,,,,
Hermit crab,Paguroidea,TS10 HC1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS10,,,,-14.91,10.21,14.13,4.71,25.26,0.674,6.250848536,99.92878338,G-209736,S-29083,,,,,
Hermit crab,Paguroidea,TS10 HC2,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS10,,,,-14.63,5.17,9.78,6.98,34.26,0.826,5.725054903,110.6117837,G-209783,S-29130,,,,,
Hogchoker,Trinectes maculatus,RB10 HG1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-31.36,10.38,16.71,25.59,86.75,0.821,3.955585955,281.7572067,G-209686,S-29033,,,,,
Hogchoker,Trinectes maculatus,RB10 HG2,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-31.94,9.83,15.83,11.87,40.49,0.805,3.978536736,134.1250518,G-209694,S-29041,,,,,
Hogchoker,Trinectes maculatus,RB10 HG3,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-31.4,10.35,22.79,7.36,24.57,0.881,3.894596186,74.3579266,G-209697,S-29044,,,,,
Isopod,Isopod,SRS4 IP1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS4,,,,-24.45,7.8,7.61,8.31,32.18,0.671,4.516744876,127.8728266,G-209689,S-29036,,,,,
Isopod,Isopod,RB10 IP1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-24.78,7.88,11.49,6.45,28.63,0.596,5.18220843,128.0894855,G-209690,S-29037,,,,,
Isopod,Isopod,SRS6 IP1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-25.53,5.16,13.15,3.42,26.03,0.581,8.869596963,119.4767642,G-209726,S-29073,,,,,
Isopod,Isopod,SRS4 IP2,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS4,,,,-30.04,7.36,9.52,5.02,26.15,0.593,6.080011957,117.5986509,G-209774,S-29121,,,,,
Mangrove tree crab,Aratus pisonii,SRS6 MA1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-24.51,5.7,14.15,9.00,35.81,0.744,4.639845254,128.3476703,G-209693,S-29040,,,,,
Tidewater Mojarra,Eucinostomus Harengulus,SRS6 MJ1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-23.73,9.69,7.8,10.23,36.72,1.117,4.188797627,87.66099672,G-209709,S-29056,,,,,
Tidewater Mojarra,Eucinostomus Harengulus,TS10 MJ1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS10,,,,-13.57,7.54,7.53,10.88,36.40,1.332,3.901323043,72.86486486,G-209724,S-29071,,,,,
Tidewater Mojarra,Eucinostomus Harengulus,SRS6 MJ2,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-24.52,9.64,6.72,11.58,38.56,1.212,3.886503686,84.84708471,G-209768,S-29115,,,,,
Mud crab,Panopeidae,TS11 MD1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS11,,,,-15.76,5.62,14.74,5.43,26.38,0.857,5.672903226,82.08168028,G-209723,S-29070,,,,,
Mud crab,Panopeidae,SRS6 MD1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-21.03,5.33,9.76,5.306,26.677,0.609,5.865655233,116.8122605,G-209735,S-29082,,,,,
Mud crab,Panopeidae,SRS4 MD2,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS4,,,,-25,7.34,10.76,4.548,24.328,0.487,6.240691879,133.2128679,G-209692,S-29039,,,,,
Mud crab,Panopeidae,SRS6 MD2,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-26.4,8.13,11,10.216,39.334,0.530,4.491940747,197.9069182,G-209706,S-29053,,,,,
Mud crab,Panopeidae,SRS4 MD2 dup,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS4,,,,-28.98,7.8,4.29,5.671,28.985,0.543,5.962940105,142.3449969,G-209739,S-29086,,,,,
Mud crab,Panopeidae,TS11 MD2,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS11,,,,-16.04,4.08,14.67,4.662,24.517,0.628,6.135385385,104.1061571,G-209776,S-29123,,,,,
Mud crab,Panopeidae,SRS4 MD3,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS4,,,,-30.87,5.87,0.76,4.688,25.063,0.425,6.237236917,157.2580392,G-209775,S-29122,,,,,
Mud crab,Panopeidae,TS11 MD3,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS11,,,,-14.67,4.39,13.44,4.266,24.46,0.654,6.689326457,99.73496432,G-209777,S-29124,,,,,
Mud crab,Panopeidae,TS11 MD3dup,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS11,,,,-31.19,6.14,14.29,5.039,25.28,0.797,5.853013164,84.58385613,G-209786,S-29133,,,,,
Mud crab,Panopeidae,TS11 MD4,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS11,,,,-13.57,3.44,15.4,3.427,22.243,0.495,7.572269235,119.8276094,G-209778,S-29125,,,,,
Mud crab,Panopeidae,TS11 MD5,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS11,,,,-14.65,3.93,15.21,3.937,22.558,0.567,6.684700703,106.0928865,G-209779,S-29126,,,,,
Mud crab,Panopeidae,TS11 MD6,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS11,,,,-16.34,4.92,14.54,4.929,24.321,0.602,5.75664435,107.7342193,G-209780,S-29127,,,,,
Mud crab,Panopeidae,TS11 MD7,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS11,,,,-17.6,5.53,13.29,7.688,32.744,0.725,4.968955949,120.4377011,G-209781,S-29128,,,,,
Coastal Shiner,Notropis petersoni,RB10 NT1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-32.19,12.38,25.02,13.513,51.121,0.953,4.413614051,143.0458202,G-209685,S-29032,,,,,
Coastal Shiner,Notropis petersoni,RB10 NT10,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-32.05,12.89,24.41,10.078,39.028,0.843,4.518026063,123.4574931,G-209758,S-29105,,,,,
Coastal Shiner,Notropis petersoni,RB10 NT11,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-32.23,12.96,24.53,10.533,40.355,0.784,4.469840818,137.2619048,G-209759,S-29106,,,,,
Coastal Shiner,Notropis petersoni,RB10 NT12,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-31.37,10.65,24.47,11.714,44.184,0.865,4.400546355,136.2127168,G-209760,S-29107,,,,,
Coastal Shiner,Notropis petersoni,RB10 NT13,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-31.49,12.43,24.09,10.336,42.513,0.807,4.798616486,140.4807931,G-209761,S-29108,,,,,
Coastal Shiner,Notropis petersoni,RB10 NT14,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-32.68,12.09,24.52,10.429,37.667,0.945,4.213714961,106.291358,G-209762,S-29109,,,,,
Coastal Shiner,Notropis petersoni,RB10 NT2,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-32.35,13.74,24.52,9.508,39.18,0.798,4.807530501,130.9273183,G-209741,S-29088,,,,,
Coastal Shiner,Notropis petersoni,RB10 NT3,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-31.37,13.29,25.03,10.266,40.428,0.835,4.594389246,129.1113772,G-209742,S-29089,,,,,
Coastal Shiner,Notropis petersoni,RB10 NT4,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-33.06,11.33,21.63,10.136,37.95,0.544,4.368093923,186.0294118,G-209743,S-29090,,,,,
Coastal Shiner,Notropis petersoni,RB10 NT5,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-33.13,11.47,27.46,8.836,34.871,0.348,4.604213822,267.210728,G-209744,S-29091,,,,,
Coastal Shiner,Notropis petersoni,RB10 NT6,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-31.83,12.7,16.51,10.672,39.595,0.220,4.328538856,479.9393939,G-209746,S-29093,,,,,
Coastal Shiner,Notropis petersoni,RB10 NT7,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-31.82,13.03,15.52,10.144,38.691,0.202,4.449871845,510.7722772,G-209747,S-29094,,,,,
Coastal Shiner,Notropis petersoni,RB10 NT8,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-32.5,12.11,25.78,10.497,41.12,0.616,4.570194659,178.008658,G-209749,S-29096,,,,,
Coastal Shiner,Notropis petersoni,RB10 NT9,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-32.32,11.9,24.54,10.718,41.605,0.866,4.528752255,128.1139338,G-209757,S-29104,,,,,
Pink shrimp,Farfantepenaeus duorarum,SRS6 SH1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-25.4,8.08,5.16,11.129,41.484,0.942,4.348818402,117.4352442,G-209705,S-29052,,,,,
Pink shrimp,Farfantepenaeus duorarum,SRS4 SH1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS4,,,,-26.33,10.81,13.96,11.126,39.485,1.056,4.140376895,99.70959596,G-209733,S-29080,,,,,
Pink shrimp,Farfantepenaeus duorarum,TS7 SH1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS7,,,,-15.12,11.06,12.3,10.186,38.94,1.010,4.460043197,102.8118812,G-209738,S-29085,,,,,
Pink shrimp,Farfantepenaeus duorarum,TS7 SH1dup,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS7,,,,-15.69,10.78,11.51,10.294,37.209,1.134,4.217068195,87.49911817,G-209756,S-29103,,,,,
Pink shrimp,Farfantepenaeus duorarum,SRS6 SH2,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-26.09,5.33,6.11,10.802,38.136,1.075,4.118866877,94.60093023,G-209764,S-29111,,,,,
Pink shrimp,Farfantepenaeus duorarum,SRS6 SH2 dup,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-26.46,5.21,5.56,11.009,40.068,1.014,4.246162231,105.3727811,G-209772,S-29119,,,,,
Pink shrimp,Farfantepenaeus duorarum,SRS6 SH3,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-25.57,7.03,6.76,10.18,38.894,0.954,4.457400131,108.7183788,G-209766,S-29113,,,,,
Pink shrimp,Farfantepenaeus duorarum,SRS6 SH4,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-26.36,6.61,4.38,10.393,39.685,0.944,4.4548414,112.1045198,G-209767,S-29114,,,,,
Pink shrimp,Farfantepenaeus duorarum,SRS6 SH5,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-27.64,8.18,8.05,9.792,37.933,0.921,4.51952274,109.8313427,G-209773,S-29120,,,,,
Pipefish,Syngnathus,TS7 PP1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS7,,,,-15.91,11.1,9.04,10.708,36.756,0.734,4.004669406,133.5367847,G-209740,S-29087,,,,,
Polychete,,SRS6 ET1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-37.03,9.34,13.6,9.855,47.67,1.020,5.64332826,124.627451,G-209787,S-29134,,,,,
Porceline crab,Petrolisthes armatus,SRS6 PC1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,SRS6,,,,-22.92,5.43,10.98,4.706,27.538,0.595,6.826958493,123.4196078,G-209763,S-29110,,,,,
Rainwater killifish,Lucania parva,TS7 RK1,200114_Nelson(S)+200127_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS7,,,,-18.14,10.57,12.12,16,57.7,1.139,4.207291667,135.0892596,G-209688,S-29035,,,,,
